ontology	genes_in_set	overlapping_genes	Beta	P	P_bonf_adj	cond_P	cond_P_bonf_adj
GOBP_SUBPALLIUM_DEVELOPMENT	27	4	4.0993910955627895	2.0968612235033489e-13	1.1021102590733601e-08	1.8114188818174888e-12	9.520817642832721e-08
GOBP_STRIATUM_DEVELOPMENT	21	3	4.03907511945491	2.4083098091430605e-10	1.2658076356855927e-05	1.738579262788047e-09	9.137972605213975e-05
GOBP_NEUROGENESIS	1584	20	1.7488376842343685	2.4569557588261487e-10	1.2913759468390237e-05	1.3385941213569427e-08	0.0007035650701852091
GOBP_GENERATION_OF_NEURONS	1371	18	1.7503536870817205	7.276235210889552e-10	3.824389226843549e-05	4.3024959047325385e-08	0.002261391847527422
GOBP_SYNAPTIC_MEMBRANE_ADHESION	27	3	3.751078466179476	2.1738716281462573e-09	0.0001142586927753673	8.094601518500993e-08	0.004254522558124122
GOCC_SITE_OF_POLARIZED_GROWTH	164	6	2.607692673842791	2.6405879755326423e-09	0.00013878930399399567	1.739384561571269e-07	0.00914220525561859
GOBP_REPLACEMENT_OSSIFICATION	28	3	3.710204031899381	2.9992956775773687e-09	0.0001576429808134665	6.696794517873723e-09	0.00035198351985944287
GOCC_CHROMATIN	1206	16	1.7224594509923443	4.874556820864632e-09	0.000256206706504645	1.3753951942859409e-08	0.0007229077141166904
GOCC_MYELIN_SHEATH_ABAXONAL_REGION	6	2	5.120721468325303	5.073790624839793e-09	0.0002666784352415795	8.735747117954059e-08	0.004591508685196653
GOBP_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_PHOSPHATASE_SIGNALING_PATHWAY	6	2	5.1207214683253	5.073790624839903e-09	0.0002666784352415853	8.735747117954059e-08	0.004591508685196653
GOBP_SYNAPSE_ASSEMBLY	185	6	2.481792286902309	1.3779055796196546e-08	0.0007242271726480904	5.702511216962916e-07	0.029972398956357088
GOBP_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	1025	14	1.7164271702094482	2.436077381576704e-08	0.0012804022717567158	4.503068926539612e-07	0.0236681302778922
GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT	10	2	4.427364732022758	3.3323166791978056e-08	0.0017514656465863665	3.681816643200811e-08	0.0019351628276663463
GOBP_BRANCHING_MORPHOGENESIS_OF_A_NERVE	11	2	4.3095293005685065	5.47733063161436e-08	0.002878884979976508	4.00455919551861e-07	0.02104796313164581
GOBP_REGULATION_OF_POSTSYNAPTIC_DENSITY_ASSEMBLY	11	2	4.3095293005685065	5.4773306316143826e-08	0.0028788849799765196	6.129298638034919e-07	0.03221559364151153
GOBP_FOREBRAIN_NEURON_DIFFERENTIATION	43	3	3.239413476085744	1.28344079028617e-07	0.006745764793744109	5.200393124923725e-07	0.027333266264599098
GOBP_REGULATION_OF_POSTSYNAPTIC_DENSITY_ORGANIZATION	13	2	4.108753805273938	1.3853757422264492e-07	0.007281534901142217	8.716703044039604e-07	0.04581499119947215
GOCC_CHROMOSOME	1730	18	1.4945726014875769	1.403286051807957e-07	0.007375671488302622	4.691870670384038e-07	0.024660472243538505
GOBP_DENDRITE_DEVELOPMENT	228	6	2.2642247948911645	2.0667701333365886e-07	0.010862943820817109	7.282717778314354e-06	0.38277964642820245
GOBP_REGULATION_OF_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	14	2	4.021690024249186	2.1260783858424745e-07	0.011174667995988045	2.839240855044643e-06	0.1492304993411464
GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY	230	6	2.255150142183494	2.3041044003661638e-07	0.012110372728324556	4.984774948784354e-06	0.2619997713081056
GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	1463	16	1.5124619561579684	2.712234812350269e-07	0.014255506173713016	7.942245643874985e-07	0.04174444310420692
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	159	5	2.432532630196266	2.9362980521249346e-07	0.015433182561968656	2.2180484651435826e-07	0.01165806273279467
GOBP_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT	15	2	3.9415949097942016	3.18802622402674e-07	0.016756265833484548	4.033853832361474e-07	0.021201935742891906
GOBP_REGULATION_OF_EXCITATORY_SYNAPSE_ASSEMBLY	15	2	3.9415949097942016	3.18802622402674e-07	0.016756265833484548	2.4411739241813462e-06	0.12830810145497157
GOCC_SPINDLE_POLE	161	5	2.4195236231637414	3.37841269812062e-07	0.01775693714132198	8.930971635620608e-07	0.04694118691682191
GOCC_PRESYNAPTIC_MEMBRANE	162	5	2.413081019784422	3.620666029232521e-07	0.019030220649646132	1.03857406330192e-05	0.5458745276714891
GOBP_REGULATION_OF_DENDRITE_DEVELOPMENT	101	4	2.6562865483290787	4.828253384009482e-07	0.02537729978635384	9.521701055236924e-06	0.5004606074632527
GOBP_PRESYNAPSE_ORGANIZATION	51	3	3.056671971779061	5.412058140020099e-07	0.02844577758394564	4.417484112995528e-06	0.23218296497904492
GOBP_NEURON_MIGRATION	168	5	2.3752597340729724	5.421591921879551e-07	0.028495887141398918	5.759529413895112e-06	0.30272086599432707
GOBP_HEAD_DEVELOPMENT	790	11	1.684158891232651	5.491802209954554e-07	0.028864912415521134	6.352284768593338e-06	0.3338760874372658
GOBP_FOREBRAIN_GENERATION_OF_NEURONS	52	3	3.036000178735041	6.356652527957191e-07	0.033410565686943	1.976610717019884e-06	0.1038906592865651
GOBP_POSITIVE_REGULATION_OF_DENDRITE_DEVELOPMENT	17	2	3.798389244350495	6.719471580206873e-07	0.03531754262556732	4.478249789904682e-06	0.23537680895739005
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	175	5	2.332841665570603	8.477405698790524e-07	0.044557244352842994	5.99591635854814e-06	0.31514536380529024
GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY	108	4	2.586238080552378	9.276080555855956e-07	0.0487550794015789	1.1966666701310042e-05	0.6289680018208558
GOBP_NEGATIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS	1257	14	1.4969265563817835	1.1204479182126992e-06	0.05889074258125947	2.832774240500375e-06	0.1488906140806997
GOBP_TROPHECTODERMAL_CELL_DIFFERENTIATION	19	2	3.6731212686047	1.311524755602397e-06	0.06893374115446199	7.127411135129013e-07	0.037461672926238095
